user_id,movie_id,movie_title,genre_ids,rating
user_27,913290,Barbarian,"[27, 9648]",9.5
user_99,298618,The Flash,"[12, 28, 878]",7.9
user_38,823219,Flow,"[16, 14, 12]",2.1
user_64,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",2.6
user_49,646389,Plane,"[28, 12, 53]",7.3
user_65,646389,Plane,"[28, 12, 53]",8.5
user_46,1122504,Exorcism in Utero,[27],4.6
user_95,373571,Godzilla: King of the Monsters,"[878, 28]",4.9
user_59,1122504,Exorcism in Utero,[27],8.8
user_74,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",6.2
user_91,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",3.6
user_52,1397493,2024.mov,[99],9.7
user_22,818647,Through My Window,"[10749, 18, 35]",5.1
user_89,653349,Vacation Friends,[35],1.8
user_14,773867,Seoul Vibe,"[28, 80, 35]",4.9
user_52,511987,Crawl,"[27, 53]",1.7
user_40,823219,Flow,"[16, 14, 12]",3.0
user_100,346910,The Predator,"[878, 28, 12]",1.7
user_82,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",5.8
user_25,653349,Vacation Friends,[35],4.2
user_83,298618,The Flash,"[12, 28, 878]",3.1
user_19,474350,It Chapter Two,"[27, 18, 53]",2.8
user_78,298618,The Flash,"[12, 28, 878]",7.8
user_84,1122504,Exorcism in Utero,[27],2.6
user_99,399360,Alpha,"[12, 18]",5.2
user_73,395817,The Thicket,"[80, 53, 37]",5.0
user_73,818647,Through My Window,"[10749, 18, 35]",3.9
user_81,823219,Flow,"[16, 14, 12]",2.4
user_9,399360,Alpha,"[12, 18]",5.0
user_39,474350,It Chapter Two,"[27, 18, 53]",6.3
user_46,511987,Crawl,"[27, 53]",1.7
user_60,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",1.3
user_48,913290,Barbarian,"[27, 9648]",1.7
user_12,818647,Through My Window,"[10749, 18, 35]",6.3
user_50,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",6.2
user_95,373571,Godzilla: King of the Monsters,"[878, 28]",5.0
user_74,1403294,Entre Aulas,"[12, 18, 35]",3.9
user_61,511987,Crawl,"[27, 53]",2.4
user_8,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",1.9
user_44,1122504,Exorcism in Utero,[27],5.5
user_23,373571,Godzilla: King of the Monsters,"[878, 28]",3.2
user_57,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",5.7
user_79,346910,The Predator,"[878, 28, 12]",4.3
user_37,1330681,Hunnington Hills,"[53, 27]",4.7
user_44,818647,Through My Window,"[10749, 18, 35]",1.5
user_81,823219,Flow,"[16, 14, 12]",1.6
user_13,646389,Plane,"[28, 12, 53]",7.1
user_37,474350,It Chapter Two,"[27, 18, 53]",7.5
user_85,818647,Through My Window,"[10749, 18, 35]",8.9
user_43,1122504,Exorcism in Utero,[27],6.2
user_19,653349,Vacation Friends,[35],3.8
user_84,1330681,Hunnington Hills,"[53, 27]",2.2
user_91,1122504,Exorcism in Utero,[27],3.8
user_49,823219,Flow,"[16, 14, 12]",8.3
user_86,511987,Crawl,"[27, 53]",1.8
user_86,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",5.6
user_3,653349,Vacation Friends,[35],3.8
user_28,823219,Flow,"[16, 14, 12]",9.5
user_63,1403294,Entre Aulas,"[12, 18, 35]",3.0
user_18,298618,The Flash,"[12, 28, 878]",1.7
user_13,511987,Crawl,"[27, 53]",7.9
user_95,511987,Crawl,"[27, 53]",1.3
user_44,818647,Through My Window,"[10749, 18, 35]",2.2
user_49,298618,The Flash,"[12, 28, 878]",2.5
user_89,818647,Through My Window,"[10749, 18, 35]",8.3
user_22,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",1.4
user_47,773867,Seoul Vibe,"[28, 80, 35]",9.7
user_79,913290,Barbarian,"[27, 9648]",7.8
user_58,773867,Seoul Vibe,"[28, 80, 35]",5.8
user_40,399360,Alpha,"[12, 18]",9.1
user_25,653349,Vacation Friends,[35],7.1
user_74,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",5.2
user_37,1330681,Hunnington Hills,"[53, 27]",5.5
user_54,346910,The Predator,"[878, 28, 12]",8.4
user_78,298618,The Flash,"[12, 28, 878]",8.9
user_7,399360,Alpha,"[12, 18]",8.9
user_71,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",7.4
user_67,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",3.6
user_98,346910,The Predator,"[878, 28, 12]",3.5
user_66,298618,The Flash,"[12, 28, 878]",8.5
user_12,773867,Seoul Vibe,"[28, 80, 35]",8.4
user_45,1397493,2024.mov,[99],4.7
user_51,511987,Crawl,"[27, 53]",4.4
user_50,1122504,Exorcism in Utero,[27],4.4
user_4,823219,Flow,"[16, 14, 12]",9.4
user_92,823219,Flow,"[16, 14, 12]",8.1
user_18,373571,Godzilla: King of the Monsters,"[878, 28]",3.6
user_61,298618,The Flash,"[12, 28, 878]",7.8
user_61,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",6.5
user_11,1397493,2024.mov,[99],3.3
user_20,646389,Plane,"[28, 12, 53]",9.5
user_78,511987,Crawl,"[27, 53]",4.8
user_100,913290,Barbarian,"[27, 9648]",3.1
user_16,373571,Godzilla: King of the Monsters,"[878, 28]",3.1
user_82,818647,Through My Window,"[10749, 18, 35]",5.1
user_15,399360,Alpha,"[12, 18]",6.4
user_3,511987,Crawl,"[27, 53]",6.2
user_92,298618,The Flash,"[12, 28, 878]",3.6
user_1,818647,Through My Window,"[10749, 18, 35]",4.2
user_74,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",2.7
user_86,1122504,Exorcism in Utero,[27],5.7
user_47,1122504,Exorcism in Utero,[27],9.6
user_70,511987,Crawl,"[27, 53]",8.1
user_65,646389,Plane,"[28, 12, 53]",1.2
user_61,373571,Godzilla: King of the Monsters,"[878, 28]",6.7
user_48,474350,It Chapter Two,"[27, 18, 53]",7.7
user_46,1122504,Exorcism in Utero,[27],4.1
user_94,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",7.9
user_95,823219,Flow,"[16, 14, 12]",2.2
user_46,646389,Plane,"[28, 12, 53]",4.0
user_83,346910,The Predator,"[878, 28, 12]",8.5
user_88,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",9.8
user_62,346910,The Predator,"[878, 28, 12]",8.3
user_9,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",1.3
user_26,373571,Godzilla: King of the Monsters,"[878, 28]",8.1
user_6,823219,Flow,"[16, 14, 12]",9.4
user_66,1330681,Hunnington Hills,"[53, 27]",9.9
user_70,399360,Alpha,"[12, 18]",3.3
user_97,1403294,Entre Aulas,"[12, 18, 35]",3.6
user_100,373571,Godzilla: King of the Monsters,"[878, 28]",8.8
user_43,474350,It Chapter Two,"[27, 18, 53]",2.1
user_48,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",9.0
user_96,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",9.1
user_50,823219,Flow,"[16, 14, 12]",9.8
user_64,399360,Alpha,"[12, 18]",4.3
user_67,474350,It Chapter Two,"[27, 18, 53]",8.2
user_94,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",1.7
user_78,346910,The Predator,"[878, 28, 12]",5.9
user_42,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",1.7
user_85,913290,Barbarian,"[27, 9648]",3.8
user_78,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",2.5
user_57,653349,Vacation Friends,[35],5.0
user_94,653349,Vacation Friends,[35],6.5
user_56,474350,It Chapter Two,"[27, 18, 53]",6.8
user_8,1122504,Exorcism in Utero,[27],7.0
user_52,653349,Vacation Friends,[35],5.6
user_96,346910,The Predator,"[878, 28, 12]",9.6
user_19,818647,Through My Window,"[10749, 18, 35]",7.1
user_57,373571,Godzilla: King of the Monsters,"[878, 28]",2.1
user_31,653349,Vacation Friends,[35],4.3
user_73,373571,Godzilla: King of the Monsters,"[878, 28]",6.4
user_87,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",9.5
user_48,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",7.9
user_74,298618,The Flash,"[12, 28, 878]",5.8
user_51,823219,Flow,"[16, 14, 12]",6.8
user_32,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",1.2
user_24,399360,Alpha,"[12, 18]",5.7
user_72,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",3.4
user_34,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",2.9
user_79,913290,Barbarian,"[27, 9648]",7.2
user_63,1403294,Entre Aulas,"[12, 18, 35]",2.1
user_10,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",2.6
user_92,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",10.0
user_88,823219,Flow,"[16, 14, 12]",7.0
user_91,1122504,Exorcism in Utero,[27],5.9
user_38,913290,Barbarian,"[27, 9648]",8.7
user_92,346910,The Predator,"[878, 28, 12]",8.1
user_66,773867,Seoul Vibe,"[28, 80, 35]",2.1
user_26,298618,The Flash,"[12, 28, 878]",3.1
user_64,1397493,2024.mov,[99],4.2
user_74,653349,Vacation Friends,[35],5.2
user_71,298618,The Flash,"[12, 28, 878]",6.5
user_12,1122504,Exorcism in Utero,[27],3.8
user_92,399360,Alpha,"[12, 18]",5.7
user_99,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",8.4
user_10,298618,The Flash,"[12, 28, 878]",9.8
user_83,1122504,Exorcism in Utero,[27],5.0
user_88,511987,Crawl,"[27, 53]",4.1
user_100,646389,Plane,"[28, 12, 53]",6.8
user_24,298618,The Flash,"[12, 28, 878]",4.9
user_8,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",5.7
user_39,346910,The Predator,"[878, 28, 12]",2.5
user_91,773867,Seoul Vibe,"[28, 80, 35]",4.1
user_67,913290,Barbarian,"[27, 9648]",8.6
user_33,1403294,Entre Aulas,"[12, 18, 35]",6.7
user_71,474350,It Chapter Two,"[27, 18, 53]",2.1
user_39,818647,Through My Window,"[10749, 18, 35]",5.8
user_65,346910,The Predator,"[878, 28, 12]",6.3
user_75,298618,The Flash,"[12, 28, 878]",2.5
user_80,818647,Through My Window,"[10749, 18, 35]",4.0
user_73,373571,Godzilla: King of the Monsters,"[878, 28]",8.4
user_4,1122504,Exorcism in Utero,[27],1.4
user_83,395817,The Thicket,"[80, 53, 37]",3.4
user_27,395817,The Thicket,"[80, 53, 37]",4.7
user_82,1397493,2024.mov,[99],5.5
user_81,646389,Plane,"[28, 12, 53]",3.6
user_39,399360,Alpha,"[12, 18]",3.2
user_88,1330681,Hunnington Hills,"[53, 27]",3.7
user_10,373571,Godzilla: King of the Monsters,"[878, 28]",2.4
user_54,399360,Alpha,"[12, 18]",5.2
user_44,818647,Through My Window,"[10749, 18, 35]",2.3
user_92,823219,Flow,"[16, 14, 12]",7.6
user_45,1330681,Hunnington Hills,"[53, 27]",2.2
user_48,511987,Crawl,"[27, 53]",6.1
user_41,773867,Seoul Vibe,"[28, 80, 35]",5.2
user_35,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",3.2
user_13,373571,Godzilla: King of the Monsters,"[878, 28]",3.6
user_50,818647,Through My Window,"[10749, 18, 35]",4.8
user_21,823219,Flow,"[16, 14, 12]",9.4
user_93,823219,Flow,"[16, 14, 12]",2.7
user_21,399360,Alpha,"[12, 18]",10.0
user_60,399360,Alpha,"[12, 18]",8.9
user_64,1397493,2024.mov,[99],1.8
user_51,511987,Crawl,"[27, 53]",5.1
user_31,1403294,Entre Aulas,"[12, 18, 35]",6.3
user_7,373571,Godzilla: King of the Monsters,"[878, 28]",3.5
user_77,399360,Alpha,"[12, 18]",3.6
user_2,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",4.9
user_34,653349,Vacation Friends,[35],7.9
user_47,373571,Godzilla: King of the Monsters,"[878, 28]",4.6
user_73,646389,Plane,"[28, 12, 53]",2.8
user_71,913290,Barbarian,"[27, 9648]",1.7
user_65,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",7.9
user_36,818647,Through My Window,"[10749, 18, 35]",7.1
user_16,298618,The Flash,"[12, 28, 878]",9.8
user_51,653349,Vacation Friends,[35],8.2
user_44,646389,Plane,"[28, 12, 53]",9.5
user_97,298618,The Flash,"[12, 28, 878]",2.8
user_66,1330681,Hunnington Hills,"[53, 27]",5.5
user_6,373571,Godzilla: King of the Monsters,"[878, 28]",2.2
user_43,399360,Alpha,"[12, 18]",5.7
user_20,818647,Through My Window,"[10749, 18, 35]",9.0
user_18,823219,Flow,"[16, 14, 12]",9.4
user_41,346910,The Predator,"[878, 28, 12]",4.5
user_79,913290,Barbarian,"[27, 9648]",6.3
user_65,511987,Crawl,"[27, 53]",5.8
user_91,395817,The Thicket,"[80, 53, 37]",3.7
user_3,653349,Vacation Friends,[35],4.0
user_15,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",6.3
user_93,1397493,2024.mov,[99],6.4
user_34,395817,The Thicket,"[80, 53, 37]",6.2
user_93,373571,Godzilla: King of the Monsters,"[878, 28]",6.3
user_22,511987,Crawl,"[27, 53]",6.7
user_80,1330681,Hunnington Hills,"[53, 27]",2.3
user_88,773867,Seoul Vibe,"[28, 80, 35]",1.3
user_90,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",2.7
user_57,823219,Flow,"[16, 14, 12]",4.8
user_53,1403294,Entre Aulas,"[12, 18, 35]",4.7
user_100,818647,Through My Window,"[10749, 18, 35]",9.3
user_95,373571,Godzilla: King of the Monsters,"[878, 28]",7.4
user_67,1403294,Entre Aulas,"[12, 18, 35]",6.0
user_85,399360,Alpha,"[12, 18]",5.7
user_41,346910,The Predator,"[878, 28, 12]",5.1
user_69,823219,Flow,"[16, 14, 12]",5.9
user_87,474350,It Chapter Two,"[27, 18, 53]",6.5
user_25,773867,Seoul Vibe,"[28, 80, 35]",3.5
user_39,773867,Seoul Vibe,"[28, 80, 35]",9.5
user_39,913290,Barbarian,"[27, 9648]",7.3
user_89,399360,Alpha,"[12, 18]",3.9
user_45,646389,Plane,"[28, 12, 53]",9.4
user_93,474350,It Chapter Two,"[27, 18, 53]",3.6
user_74,646389,Plane,"[28, 12, 53]",4.4
user_51,653349,Vacation Friends,[35],9.6
user_19,913290,Barbarian,"[27, 9648]",1.4
user_92,1122504,Exorcism in Utero,[27],4.1
user_57,474350,It Chapter Two,"[27, 18, 53]",7.7
user_28,1403294,Entre Aulas,"[12, 18, 35]",8.5
user_35,646389,Plane,"[28, 12, 53]",7.3
user_18,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",6.5
user_76,773867,Seoul Vibe,"[28, 80, 35]",3.2
user_86,511987,Crawl,"[27, 53]",3.0
user_30,373571,Godzilla: King of the Monsters,"[878, 28]",1.9
user_43,399360,Alpha,"[12, 18]",1.9
user_99,298618,The Flash,"[12, 28, 878]",1.0
user_71,346910,The Predator,"[878, 28, 12]",4.7
user_61,399360,Alpha,"[12, 18]",6.9
user_97,913290,Barbarian,"[27, 9648]",3.9
user_83,373571,Godzilla: King of the Monsters,"[878, 28]",9.2
user_12,395817,The Thicket,"[80, 53, 37]",3.1
user_95,373571,Godzilla: King of the Monsters,"[878, 28]",9.2
user_23,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",8.9
user_23,373571,Godzilla: King of the Monsters,"[878, 28]",10.0
user_51,399360,Alpha,"[12, 18]",2.7
user_96,913290,Barbarian,"[27, 9648]",8.9
user_2,913290,Barbarian,"[27, 9648]",6.1
user_14,823219,Flow,"[16, 14, 12]",3.6
user_83,646389,Plane,"[28, 12, 53]",5.7
user_18,511987,Crawl,"[27, 53]",5.2
user_25,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",4.0
user_94,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",6.8
user_92,346910,The Predator,"[878, 28, 12]",1.1
user_44,913290,Barbarian,"[27, 9648]",6.1
user_97,1403294,Entre Aulas,"[12, 18, 35]",2.6
user_82,1330681,Hunnington Hills,"[53, 27]",8.4
user_66,823219,Flow,"[16, 14, 12]",1.8
user_86,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",2.7
user_18,399360,Alpha,"[12, 18]",3.9
user_32,1397493,2024.mov,[99],3.3
user_31,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",7.8
user_43,913290,Barbarian,"[27, 9648]",6.2
user_74,1397493,2024.mov,[99],3.4
user_47,773867,Seoul Vibe,"[28, 80, 35]",1.6
user_16,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",3.8
user_52,511987,Crawl,"[27, 53]",9.3
user_91,913290,Barbarian,"[27, 9648]",7.2
user_82,913290,Barbarian,"[27, 9648]",4.3
user_29,773867,Seoul Vibe,"[28, 80, 35]",9.6
user_62,298618,The Flash,"[12, 28, 878]",5.1
user_78,653349,Vacation Friends,[35],4.7
user_71,399360,Alpha,"[12, 18]",7.8
user_86,1403294,Entre Aulas,"[12, 18, 35]",7.9
user_88,818647,Through My Window,"[10749, 18, 35]",8.9
user_11,511987,Crawl,"[27, 53]",5.0
user_91,653349,Vacation Friends,[35],1.7
user_73,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",1.6
user_71,511987,Crawl,"[27, 53]",2.8
user_69,298618,The Flash,"[12, 28, 878]",2.5
user_67,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",2.0
user_27,395817,The Thicket,"[80, 53, 37]",5.4
user_66,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",8.3
user_59,298618,The Flash,"[12, 28, 878]",5.6
user_59,395817,The Thicket,"[80, 53, 37]",1.5
user_60,913290,Barbarian,"[27, 9648]",7.5
user_51,474350,It Chapter Two,"[27, 18, 53]",8.3
user_96,1403294,Entre Aulas,"[12, 18, 35]",6.2
user_6,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",4.1
user_9,646389,Plane,"[28, 12, 53]",9.9
user_9,399360,Alpha,"[12, 18]",1.3
user_53,346910,The Predator,"[878, 28, 12]",7.9
user_99,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",4.4
user_49,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",8.8
user_49,1330681,Hunnington Hills,"[53, 27]",1.7
user_85,646389,Plane,"[28, 12, 53]",2.2
user_45,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",2.6
user_69,1330681,Hunnington Hills,"[53, 27]",5.8
user_94,773867,Seoul Vibe,"[28, 80, 35]",8.5
user_97,1397493,2024.mov,[99],9.8
user_60,646389,Plane,"[28, 12, 53]",4.8
user_49,773867,Seoul Vibe,"[28, 80, 35]",3.2
user_45,298618,The Flash,"[12, 28, 878]",3.5
user_93,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",1.3
user_85,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",6.5
user_3,773867,Seoul Vibe,"[28, 80, 35]",2.9
user_13,818647,Through My Window,"[10749, 18, 35]",1.3
user_77,373571,Godzilla: King of the Monsters,"[878, 28]",3.2
user_6,1330681,Hunnington Hills,"[53, 27]",5.0
user_70,1403294,Entre Aulas,"[12, 18, 35]",7.8
user_100,373571,Godzilla: King of the Monsters,"[878, 28]",2.3
user_38,773867,Seoul Vibe,"[28, 80, 35]",8.3
user_94,395817,The Thicket,"[80, 53, 37]",3.9
user_77,823219,Flow,"[16, 14, 12]",3.1
user_19,511987,Crawl,"[27, 53]",3.0
user_39,474350,It Chapter Two,"[27, 18, 53]",1.5
user_76,346910,The Predator,"[878, 28, 12]",6.6
user_55,646389,Plane,"[28, 12, 53]",5.5
user_45,1330681,Hunnington Hills,"[53, 27]",8.1
user_41,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",4.7
user_39,1330681,Hunnington Hills,"[53, 27]",2.7
user_69,399360,Alpha,"[12, 18]",3.2
user_29,913290,Barbarian,"[27, 9648]",8.7
user_19,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",9.2
user_72,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",9.7
user_72,511987,Crawl,"[27, 53]",2.2
user_32,474350,It Chapter Two,"[27, 18, 53]",2.8
user_83,1122504,Exorcism in Utero,[27],9.3
user_48,1122504,Exorcism in Utero,[27],5.8
user_25,373571,Godzilla: King of the Monsters,"[878, 28]",3.4
user_87,818647,Through My Window,"[10749, 18, 35]",6.4
user_10,1403294,Entre Aulas,"[12, 18, 35]",8.2
user_76,646389,Plane,"[28, 12, 53]",3.0
user_27,823219,Flow,"[16, 14, 12]",3.7
user_2,1403294,Entre Aulas,"[12, 18, 35]",9.4
user_95,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",7.7
user_97,399360,Alpha,"[12, 18]",9.2
user_90,818647,Through My Window,"[10749, 18, 35]",7.3
user_51,773867,Seoul Vibe,"[28, 80, 35]",6.0
user_100,913290,Barbarian,"[27, 9648]",4.4
user_69,653349,Vacation Friends,[35],3.8
user_47,511987,Crawl,"[27, 53]",8.9
user_60,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",8.2
user_93,399360,Alpha,"[12, 18]",7.9
user_41,1403294,Entre Aulas,"[12, 18, 35]",4.3
user_53,373571,Godzilla: King of the Monsters,"[878, 28]",6.1
user_29,298618,The Flash,"[12, 28, 878]",1.1
user_71,395817,The Thicket,"[80, 53, 37]",6.2
user_54,913290,Barbarian,"[27, 9648]",2.4
user_43,773867,Seoul Vibe,"[28, 80, 35]",4.4
user_32,399360,Alpha,"[12, 18]",6.0
user_88,823219,Flow,"[16, 14, 12]",3.3
user_63,399360,Alpha,"[12, 18]",5.1
user_94,653349,Vacation Friends,[35],2.5
user_93,646389,Plane,"[28, 12, 53]",5.4
user_70,373571,Godzilla: King of the Monsters,"[878, 28]",5.7
user_10,373571,Godzilla: King of the Monsters,"[878, 28]",7.9
user_53,298618,The Flash,"[12, 28, 878]",8.6
user_30,1122504,Exorcism in Utero,[27],7.4
user_2,1403294,Entre Aulas,"[12, 18, 35]",5.6
user_48,373571,Godzilla: King of the Monsters,"[878, 28]",6.6
user_86,818647,Through My Window,"[10749, 18, 35]",9.2
user_85,399360,Alpha,"[12, 18]",1.1
user_69,646389,Plane,"[28, 12, 53]",4.7
user_3,511987,Crawl,"[27, 53]",7.5
user_69,913290,Barbarian,"[27, 9648]",1.2
user_90,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",8.3
user_23,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",9.3
user_68,298618,The Flash,"[12, 28, 878]",3.2
user_80,511987,Crawl,"[27, 53]",3.3
user_46,474350,It Chapter Two,"[27, 18, 53]",8.2
user_11,653349,Vacation Friends,[35],9.6
user_59,395817,The Thicket,"[80, 53, 37]",3.2
user_90,773867,Seoul Vibe,"[28, 80, 35]",3.7
user_11,373571,Godzilla: King of the Monsters,"[878, 28]",1.8
user_49,1330681,Hunnington Hills,"[53, 27]",6.0
user_8,1397493,2024.mov,[99],7.3
user_11,399360,Alpha,"[12, 18]",8.6
user_83,823219,Flow,"[16, 14, 12]",6.1
user_13,511987,Crawl,"[27, 53]",9.3
user_30,1403294,Entre Aulas,"[12, 18, 35]",9.1
user_89,395817,The Thicket,"[80, 53, 37]",5.3
user_6,1122504,Exorcism in Utero,[27],7.2
user_36,646389,Plane,"[28, 12, 53]",6.1
user_5,346910,The Predator,"[878, 28, 12]",9.4
user_41,1397493,2024.mov,[99],9.7
user_76,298618,The Flash,"[12, 28, 878]",7.8
user_92,1330681,Hunnington Hills,"[53, 27]",9.4
user_39,346910,The Predator,"[878, 28, 12]",6.1
user_73,1330681,Hunnington Hills,"[53, 27]",7.1
user_70,823219,Flow,"[16, 14, 12]",4.5
user_95,298618,The Flash,"[12, 28, 878]",8.1
user_89,1122504,Exorcism in Utero,[27],5.5
user_45,373571,Godzilla: King of the Monsters,"[878, 28]",1.9
user_30,1122504,Exorcism in Utero,[27],4.1
user_99,818647,Through My Window,"[10749, 18, 35]",9.6
user_51,823219,Flow,"[16, 14, 12]",1.3
user_35,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",5.4
user_46,646389,Plane,"[28, 12, 53]",9.5
user_56,346910,The Predator,"[878, 28, 12]",7.1
user_85,1330681,Hunnington Hills,"[53, 27]",1.8
user_80,913290,Barbarian,"[27, 9648]",8.2
user_92,1122504,Exorcism in Utero,[27],1.7
user_20,1330681,Hunnington Hills,"[53, 27]",7.4
user_82,298618,The Flash,"[12, 28, 878]",7.7
user_41,653349,Vacation Friends,[35],2.0
user_1,913290,Barbarian,"[27, 9648]",5.0
user_98,474350,It Chapter Two,"[27, 18, 53]",1.9
user_12,346910,The Predator,"[878, 28, 12]",4.9
user_72,646389,Plane,"[28, 12, 53]",5.6
user_14,1397493,2024.mov,[99],1.8
user_71,1122504,Exorcism in Utero,[27],6.4
user_42,1330681,Hunnington Hills,"[53, 27]",1.1
user_53,1330681,Hunnington Hills,"[53, 27]",8.0
user_93,646389,Plane,"[28, 12, 53]",9.1
user_32,395817,The Thicket,"[80, 53, 37]",5.7
user_88,1330681,Hunnington Hills,"[53, 27]",2.5
user_35,913290,Barbarian,"[27, 9648]",3.4
user_19,1122504,Exorcism in Utero,[27],2.5
user_36,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",3.7
user_10,653349,Vacation Friends,[35],3.3
user_32,399360,Alpha,"[12, 18]",6.3
user_26,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",2.0
user_39,1397493,2024.mov,[99],9.5
user_43,818647,Through My Window,"[10749, 18, 35]",4.4
user_43,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",4.0
user_84,818647,Through My Window,"[10749, 18, 35]",2.2
user_42,818647,Through My Window,"[10749, 18, 35]",9.5
user_26,399360,Alpha,"[12, 18]",3.8
user_51,823219,Flow,"[16, 14, 12]",3.6
user_89,399360,Alpha,"[12, 18]",9.7
user_32,823219,Flow,"[16, 14, 12]",4.4
user_51,653349,Vacation Friends,[35],2.0
user_73,1403294,Entre Aulas,"[12, 18, 35]",6.3
user_70,346910,The Predator,"[878, 28, 12]",7.1
user_71,1397493,2024.mov,[99],9.6
user_60,1403294,Entre Aulas,"[12, 18, 35]",4.9
user_38,1122504,Exorcism in Utero,[27],8.4
user_53,399360,Alpha,"[12, 18]",2.3
user_39,773867,Seoul Vibe,"[28, 80, 35]",3.3
user_20,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",8.1
user_10,1400781,Panivizhum Iravu: The Onset,"[80, 53, 28]",9.9
user_62,395817,The Thicket,"[80, 53, 37]",4.6
user_65,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",5.9
user_47,646389,Plane,"[28, 12, 53]",6.3
user_11,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",7.9
user_85,653349,Vacation Friends,[35],2.5
user_79,373571,Godzilla: King of the Monsters,"[878, 28]",6.1
user_83,1330681,Hunnington Hills,"[53, 27]",9.7
user_43,572802,Aquaman and the Lost Kingdom,"[28, 12, 14]",2.0
user_13,474350,It Chapter Two,"[27, 18, 53]",3.0
user_96,511987,Crawl,"[27, 53]",6.0
user_89,395817,The Thicket,"[80, 53, 37]",3.0
user_48,1330681,Hunnington Hills,"[53, 27]",5.2
user_87,395817,The Thicket,"[80, 53, 37]",7.2
user_20,653349,Vacation Friends,[35],10.0
user_62,799583,The Ministry of Ungentlemanly Warfare,"[28, 35, 10752]",3.7
